ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ts
108,67,31,102,277,75,28,30,1560803798.968509
106,66,28,98,276,74,26,30,1560803798.982855
104,70,44,83,272,59,26,31,1560803799.006015
103,68,48,89,304,65,31,32,1560803799.028574
135,57,52,94,335,62,32,45,1560803799.042788
157,57,61,91,335,64,33,51,1560803799.066102
164,60,64,83,339,63,33,51,1560803799.088429
171,61,63,104,330,61,37,96,1560803799.111091
174,63,65,100,319,60,35,111,1560803799.133498
157,67,67,110,326,62,33,114,1560803799.1484609
165,67,63,108,325,61,32,113,1560803799.171078
158,65,63,109,317,60,33,115,1560803799.186101
149,59,61,98,314,81,28,83,1560803799.208477
159,67,59,99,303,80,30,69,1560803799.230981
158,56,55,91,335,82,38,87,1560803799.2459939
152,53,58,98,406,81,41,100,1560803799.276007
155,53,68,109,404,87,41,102,1560803799.291116
156,52,64,117,389,71,39,102,1560803799.3060539
165,38,72,136,397,74,36,97,1560803799.336143
179,39,73,138,355,79,36,97,1560803799.351134
160,44,73,131,248,82,33,84,1560803799.3733869
161,42,69,123,253,78,34,83,1560803799.389232
196,43,68,120,272,76,39,89,1560803799.411143
183,43,68,101,246,71,38,87,1560803799.426048
189,43,68,99,215,67,35,68,1560803799.448466
223,44,66,103,267,67,39,70,1560803799.471127
226,45,73,108,287,65,38,67,1560803799.486066
204,47,78,105,290,59,40,123,1560803799.508523
207,46,74,125,392,67,41,128,1560803799.531282
191,51,87,127,405,63,40,129,1560803799.553586
162,54,91,131,380,58,37,136,1560803799.568516
213,54,90,138,407,66,37,137,1560803799.5986679
236,56,92,148,411,68,32,135,1560803799.605392
246,58,98,150,312,59,34,170,1560803799.628893
275,53,95,151,311,60,34,176,1560803799.651001
282,46,91,149,314,60,34,176,1560803799.66528
269,45,86,139,246,72,38,186,1560803799.688539
274,40,81,163,280,73,38,166,1560803799.726774
269,37,85,162,296,70,36,140,1560803799.728697
235,37,84,159,319,73,37,139,1560803799.748669
258,49,86,178,306,73,38,132,1560803799.7711961
278,58,84,185,309,59,39,124,1560803799.793583
270,61,84,151,269,60,38,109,1560803799.815993
269,61,75,182,259,71,39,101,1560803799.831091
276,58,70,192,257,77,39,109,1560803799.845331
251,48,67,184,271,77,39,134,1560803799.869623
212,51,82,195,327,74,34,138,1560803799.8904529
216,58,87,197,322,70,38,183,1560803799.912846
232,58,92,171,338,60,37,243,1560803799.929494
280,63,96,169,329,48,36,242,1560803799.950223
309,67,101,157,344,51,37,266,1560803799.982426
307,58,90,132,294,47,39,266,1560803800.0037029
303,53,96,137,335,53,34,240,1560803800.0103538
303,53,86,121,327,55,35,178,1560803800.032798
276,56,88,107,334,54,37,178,1560803800.0499868
297,58,85,124,316,53,44,145,1560803800.070384
316,61,82,130,324,62,45,220,1560803800.109195
312,60,68,125,275,56,45,222,1560803800.11107
299,63,76,122,297,54,46,222,1560803800.137907
310,63,68,123,285,58,41,215,1560803800.154533
263,59,64,117,340,56,36,199,1560803800.18363
239,55,66,112,359,49,33,142,1560803800.190372
264,52,71,158,367,49,41,188,1560803800.221965
255,58,72,158,361,49,39,187,1560803800.229478
233,57,71,156,376,45,39,201,1560803800.250209
261,62,79,156,321,45,42,208,1560803800.272763
297,65,83,169,304,49,44,189,1560803800.289531
279,72,76,137,291,54,41,150,1560803800.3279471
287,64,74,135,268,54,41,146,1560803800.332839
306,60,76,169,334,57,44,132,1560803800.3493118
280,53,74,169,369,58,41,141,1560803800.3867712
249,47,72,164,403,56,40,141,1560803800.392265
258,51,81,164,453,56,38,140,1560803800.408619
257,50,78,166,470,60,38,141,1560803800.437037
226,50,76,132,469,62,38,152,1560803800.453529
227,57,82,136,455,66,35,145,1560803800.482566
225,58,82,138,457,72,37,189,1560803800.490994
194,49,81,139,437,73,34,183,1560803800.528588
205,57,84,137,415,71,35,185,1560803800.530148
209,56,81,150,387,69,34,175,1560803800.5510778
195,49,75,154,420,76,35,171,1560803800.572027
177,47,78,149,391,70,33,126,1560803800.588542
200,48,74,149,378,65,33,130,1560803800.609513
205,42,69,152,393,68,38,147,1560803800.632081
193,48,83,144,376,67,38,177,1560803800.6642199
180,46,80,132,355,55,38,178,1560803800.6695151
221,47,78,142,341,57,41,195,1560803800.6920571
220,54,76,141,350,60,47,205,1560803800.7085538
212,61,86,141,332,55,46,194,1560803800.7295382
216,59,80,140,287,53,47,164,1560803800.752209
252,61,79,140,363,56,47,163,1560803800.768535
218,63,87,126,360,59,47,148,1560803800.791045
199,69,87,117,342,58,42,141,1560803800.812053
194,64,84,138,347,63,39,143,1560803800.82857
180,62,75,140,366,62,36,141,1560803800.849534
137,61,74,137,274,59,34,136,1560803800.873508
144,63,60,161,288,51,30,118,1560803800.887072
200,48,63,164,283,51,33,108,1560803800.909528
211,50,57,143,337,45,33,117,1560803800.940198
215,53,59,138,335,51,34,121,1560803800.954509
216,55,76,161,336,48,37,121,1560803800.969556
247,62,83,141,334,48,37,138,1560803800.9935482
221,60,82,136,345,48,32,148,1560803801.014539
204,55,85,147,285,46,32,147,1560803801.029626
224,52,85,153,286,40,33,150,1560803801.052075
238,54,82,137,284,38,34,150,1560803801.074981
212,47,78,139,291,42,35,141,1560803801.089576
200,53,84,135,281,40,35,123,1560803801.112041
214,57,81,138,301,52,41,116,1560803801.134525
198,58,81,140,291,56,39,114,1560803801.149631
175,53,70,139,286,59,35,112,1560803801.172207
171,52,65,132,270,59,38,108,1560803801.195045
199,47,59,140,280,65,40,118,1560803801.2096472
201,45,58,129,259,62,34,120,1560803801.233516
219,43,63,118,271,59,34,131,1560803801.254528
228,55,66,112,261,58,35,144,1560803801.2695491
249,56,69,127,300,64,32,154,1560803801.29204
230,61,73,122,277,59,31,178,1560803801.314533
210,62,73,122,307,54,29,173,1560803801.329565
191,62,73,133,302,55,31,174,1560803801.361903
185,53,69,130,320,55,36,171,1560803801.374684
182,52,71,117,325,52,36,161,1560803801.389544
178,48,69,132,348,49,36,137,1560803801.4201882
180,52,71,131,342,51,36,140,1560803801.434728
173,53,65,131,372,51,35,130,1560803801.4495301
177,56,65,146,371,57,30,140,1560803801.472209
202,54,71,142,323,54,32,181,1560803801.4946551
231,53,69,142,333,58,38,273,1560803801.509535
235,46,69,157,392,54,40,296,1560803801.5321028
239,46,73,151,360,52,42,300,1560803801.554721
241,45,71,152,411,46,44,294,1560803801.569707
207,46,66,152,412,47,43,272,1560803801.6004689
177,49,66,155,405,44,39,184,1560803801.614702
170,48,84,158,361,45,39,165,1560803801.629544
160,47,82,158,347,51,35,158,1560803801.653683
178,48,83,141,257,52,35,153,1560803801.6747382
158,48,81,158,310,59,35,156,1560803801.697943
169,45,98,174,320,69,33,175,1560803801.712091
179,46,95,184,296,69,32,165,1560803801.7429368
208,45,98,185,298,67,36,180,1560803801.7495382
213,48,99,196,303,64,35,180,1560803801.773574
224,44,104,199,273,58,33,174,1560803801.802723
217,44,85,181,229,50,37,188,1560803801.833629
213,41,70,160,293,60,41,195,1560803801.835177
191,42,71,162,309,59,38,178,1560803801.8546731
169,44,70,159,302,61,39,177,1560803801.869694
180,52,63,167,443,67,52,210,1560803801.892208
170,58,74,164,465,70,52,169,1560803801.91525
184,59,77,168,420,66,49,160,1560803801.9468482
217,77,85,175,413,64,50,175,1560803801.9521868
224,74,92,207,417,63,49,177,1560803801.976052
213,68,92,192,346,63,36,150,1560803802.005517
211,67,88,188,315,53,33,147,1560803802.0123038
207,70,83,182,383,54,30,134,1560803802.034851
195,52,70,171,400,53,30,128,1560803802.065508
183,51,58,137,407,54,30,124,1560803802.072325
168,49,58,132,314,45,28,96,1560803802.0948482
171,47,54,125,348,53,26,94,1560803802.117315
190,44,59,115,304,57,30,108,1560803802.1404982
165,41,58,110,301,58,30,86,1560803802.154768
163,39,55,103,307,64,32,79,1560803802.177274
171,43,53,90,323,72,31,77,1560803802.193503
197,46,56,100,286,67,32,81,1560803802.214719
186,44,52,99,252,62,27,57,1560803802.237083
184,41,50,98,235,65,28,46,1560803802.252267
193,44,48,93,222,63,29,79,1560803802.274713
186,45,53,104,242,76,29,83,1560803802.2973
157,45,50,96,250,83,48,79,1560803802.312274
130,46,47,97,272,90,60,82,1560803802.334825
124,46,49,95,274,96,60,81,1560803802.357151
98,49,55,91,268,97,58,49,1560803802.372306
113,43,46,111,313,84,60,47,1560803802.395338
121,38,44,157,382,87,49,45,1560803802.425452
129,39,45,156,381,78,34,35,1560803802.4322538
152,47,41,160,383,75,35,39,1560803802.454739
150,40,37,156,393,74,35,39,1560803802.477232
138,42,40,150,340,74,33,37,1560803802.492201
129,42,40,117,291,85,32,35,1560803802.51472
183,50,42,124,269,94,32,46,1560803802.5371711
180,49,44,119,259,96,32,44,1560803802.5604632
176,49,43,125,248,103,31,41,1560803802.574616
184,50,50,105,235,102,29,39,1560803802.5972
179,49,51,95,227,86,27,41,1560803802.612186
141,53,54,89,221,86,29,37,1560803802.634663
126,48,54,103,216,89,30,36,1560803802.657192
129,49,52,109,225,95,32,37,1560803802.672208
123,49,45,110,228,98,32,38,1560803802.694673
142,51,49,160,269,106,34,39,1560803802.7172391
118,39,46,164,265,108,32,30,1560803802.732179
109,48,48,161,262,106,32,30,1560803802.7547019
142,48,47,161,257,94,33,38,1560803802.777227
143,51,53,170,271,93,33,37,1560803802.792273
161,51,49,128,229,97,43,36,1560803802.814504
185,50,53,137,261,120,44,40,1560803802.845405
184,45,54,141,278,124,43,40,1560803802.852065
169,45,60,134,269,131,50,35,1560803802.8747869
179,40,57,132,293,149,58,34,1560803802.897753
164,36,57,145,304,160,85,35,1560803802.9208062
155,36,62,160,341,141,85,31,1560803802.934571
157,34,69,158,332,165,86,31,1560803802.957706
158,41,68,167,337,166,84,32,1560803802.98136
162,47,67,159,314,173,85,37,1560803802.994504
218,49,65,141,309,173,51,41,1560803803.018076
224,52,65,122,243,184,61,47,1560803803.040361
227,52,60,133,309,177,63,47,1560803803.055005
221,52,58,125,315,175,59,45,1560803803.085485
