ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ts
153,53,67,101,435,80,39,38,1560803764.274449
146,56,66,101,485,90,42,40,1560803764.2953131
136,57,62,96,466,89,41,35,1560803764.317742
120,53,52,91,433,83,38,34,1560803764.341837
116,52,51,93,406,89,39,36,1560803764.355173
112,54,51,89,361,82,40,37,1560803764.377721
102,48,53,79,350,73,35,33,1560803764.394364
105,49,54,78,344,70,34,33,1560803764.415255
108,47,50,85,346,71,35,33,1560803764.437777
112,50,51,77,372,56,30,28,1560803764.460398
110,47,47,70,344,58,26,28,1560803764.475241
123,48,45,69,283,57,25,31,1560803764.497813
123,48,45,72,292,54,25,35,1560803764.514372
130,48,45,64,323,54,23,36,1560803764.535254
142,48,43,62,258,52,23,41,1560803764.565339
142,45,42,70,248,49,24,39,1560803764.5744948
125,41,41,75,294,54,27,38,1560803764.597022
150,40,37,74,284,54,31,43,1560803764.617832
158,52,38,72,249,53,30,43,1560803764.634563
146,49,45,75,279,61,30,38,1560803764.6569278
146,52,51,74,325,61,31,38,1560803764.677792
145,53,50,73,285,56,30,36,1560803764.694217
103,52,52,71,284,53,26,30,1560803764.7153301
79,38,51,77,281,51,26,31,1560803764.737958
74,35,45,90,305,47,27,30,1560803764.754599
73,35,41,91,286,44,28,31,1560803764.7754211
109,39,43,90,293,45,26,33,1560803764.807096
121,49,44,91,291,48,27,27,1560803764.814484
123,53,45,85,284,48,29,26,1560803764.8354712
123,54,44,74,229,57,29,29,1560803764.857891
127,51,46,67,192,60,26,29,1560803764.874395
120,52,47,64,167,58,26,28,1560803764.895408
115,41,46,63,188,57,25,28,1560803764.925381
107,34,47,64,206,58,27,27,1560803764.934334
106,35,46,61,245,59,26,25,1560803764.9552839
103,37,44,76,321,72,31,26,1560803764.977876
79,32,41,79,344,74,35,35,1560803764.994581
111,39,38,96,340,79,39,38,1560803765.015468
134,45,38,100,341,93,40,47,1560803765.037805
135,44,35,110,329,88,40,47,1560803765.0602028
133,42,35,113,254,77,39,48,1560803765.082885
128,50,33,125,249,76,36,41,1560803765.097734
98,45,34,113,266,81,34,50,1560803765.120214
72,40,32,118,257,67,30,43,1560803765.1427839
79,49,33,119,269,83,33,48,1560803765.158036
94,54,28,115,275,90,32,46,1560803765.179583
95,46,28,100,261,90,31,51,1560803765.195251
87,46,28,110,257,83,37,46,1560803765.2170188
87,56,30,135,267,85,57,45,1560803765.248171
99,67,34,135,256,73,96,52,1560803765.2624109
88,65,34,144,264,72,100,53,1560803765.285918
99,69,36,155,291,74,103,48,1560803765.3002849
106,71,35,161,293,80,107,46,1560803765.315336
106,65,34,142,284,75,105,51,1560803765.337733
87,54,29,142,276,74,87,42,1560803765.3606539
86,55,30,142,296,69,87,47,1560803765.376885
68,49,30,156,298,83,83,48,1560803765.397765
58,48,33,153,273,76,77,53,1560803765.4207199
63,52,35,153,299,76,67,47,1560803765.435333
63,45,37,164,352,77,53,49,1560803765.4577641
61,42,39,156,342,84,50,46,1560803765.4803288
94,57,40,139,358,72,81,56,1560803765.495321
96,55,37,136,377,75,94,52,1560803765.517905
89,50,36,132,356,75,96,56,1560803765.5402
90,52,34,124,331,80,92,56,1560803765.5555801
111,58,35,151,357,72,95,62,1560803765.593547
88,47,36,147,338,85,74,56,1560803765.608273
84,46,36,138,327,87,57,58,1560803765.624516
82,47,35,145,330,90,60,55,1560803765.639599
87,50,37,134,282,79,59,52,1560803765.6602962
64,42,34,113,252,82,56,57,1560803765.675363
70,37,32,118,227,62,52,55,1560803765.706377
77,36,32,127,229,66,49,51,1560803765.722111
84,42,35,128,225,79,39,52,1560803765.735504
85,36,35,157,225,91,50,57,1560803765.757812
82,38,34,151,210,90,57,43,1560803765.780351
82,42,35,153,199,95,78,47,1560803765.797036
78,43,36,151,215,99,87,50,1560803765.817776
74,42,34,147,255,104,91,62,1560803765.840156
77,41,29,136,258,96,87,58,1560803765.8555481
80,41,31,151,261,99,81,60,1560803765.877549
73,41,31,147,325,95,66,58,1560803765.899744
71,39,32,144,307,97,52,59,1560803765.916102
72,37,33,141,273,80,49,50,1560803765.937093
61,43,35,123,285,77,46,50,1560803765.959525
66,42,35,107,273,80,48,54,1560803765.982306
65,43,34,102,198,89,55,55,1560803765.997121
63,46,35,120,253,84,66,69,1560803766.020079
65,46,31,129,274,86,65,68,1560803766.042288
72,45,30,128,266,88,65,71,1560803766.057167
79,52,29,125,265,85,63,72,1560803766.0797482
80,50,32,147,289,74,50,70,1560803766.102068
89,49,31,147,234,71,36,59,1560803766.117042
82,47,33,146,220,69,41,59,1560803766.147835
86,55,36,139,221,70,43,58,1560803766.162055
79,49,38,146,227,66,57,62,1560803766.179276
77,46,36,146,232,73,90,59,1560803766.207902
68,46,35,129,236,66,100,53,1560803766.222083
83,52,35,118,229,61,99,56,1560803766.2371461
102,56,32,119,227,65,115,58,1560803766.259774
100,57,34,114,279,63,129,55,1560803766.282086
102,60,35,100,277,73,112,66,1560803766.3056881
101,59,34,103,278,79,106,67,1560803766.3195279
112,57,33,104,290,81,107,67,1560803766.342069
96,44,32,133,289,78,102,64,1560803766.357017
100,44,31,126,250,77,90,59,1560803766.379533
100,42,37,111,215,71,96,53,1560803766.402489
101,43,36,116,226,73,95,51,1560803766.425217
79,42,38,130,221,69,92,55,1560803766.439595
74,42,38,111,218,73,77,52,1560803766.462095
68,43,35,109,225,82,60,61,1560803766.477065
72,46,30,106,225,81,44,60,1560803766.499582
70,46,31,103,210,87,44,66,1560803766.53051
72,45,28,93,205,87,42,60,1560803766.5370052
64,41,29,97,205,85,45,61,1560803766.5597029
57,37,31,102,176,75,44,49,1560803766.582069
51,30,32,103,176,70,40,57,1560803766.598574
50,30,32,122,169,58,40,50,1560803766.619551
42,28,33,118,181,66,39,48,1560803766.649959
43,29,34,121,187,65,35,51,1560803766.658489
45,30,34,120,185,65,34,50,1560803766.679607
46,31,32,119,183,61,31,36,1560803766.702067
43,30,31,113,206,73,28,39,1560803766.725266
45,39,61,119,178,69,32,39,1560803766.747865
40,37,60,104,164,68,33,35,1560803766.7702198
40,35,60,103,184,80,32,35,1560803766.77709
34,35,62,106,174,86,33,35,1560803766.807782
33,36,62,87,143,76,34,30,1560803766.822123
29,30,45,84,137,74,33,28,1560803766.837063
31,39,64,89,136,73,30,28,1560803766.8595731
35,38,65,84,131,63,31,27,1560803766.882304
39,38,70,101,153,63,36,28,1560803766.905301
39,40,73,104,156,61,39,27,1560803766.919601
38,38,66,92,160,59,36,25,1560803766.942296
35,30,54,93,177,71,38,25,1560803766.965301
32,32,57,95,147,80,37,30,1560803766.979812
25,30,50,75,130,75,33,26,1560803767.002263
29,27,50,81,131,76,49,31,1560803767.025501
32,26,54,94,136,77,52,33,1560803767.040243
41,27,49,91,118,71,54,35,1560803767.062253
40,26,44,99,155,73,54,32,1560803767.092929
42,28,47,98,149,75,64,32,1560803767.099792
40,30,50,94,152,76,56,31,1560803767.123049
45,31,46,81,155,98,55,32,1560803767.1456962
39,30,45,77,159,101,55,29,1560803767.1597419
38,32,45,65,124,97,65,32,1560803767.1829689
37,32,44,79,123,99,60,34,1560803767.205415
37,31,38,80,134,109,68,34,1560803767.227669
35,33,43,85,120,104,69,35,1560803767.243418
35,32,44,83,103,104,71,36,1560803767.265395
34,28,46,82,104,101,73,36,1560803767.279749
38,27,51,73,112,105,100,45,1560803767.3028948
38,27,56,77,89,106,126,53,1560803767.325429
34,25,51,74,105,100,135,53,1560803767.3554971
37,28,53,75,114,102,136,54,1560803767.362887
39,30,54,74,113,105,138,53,1560803767.385411
35,31,50,73,111,110,132,47,1560803767.399704
35,33,46,69,109,97,108,41,1560803767.422966
34,34,49,77,130,101,108,45,1560803767.445459
42,34,50,77,133,108,131,51,1560803767.459792
45,33,50,79,147,115,170,59,1560803767.482987
46,33,54,85,164,121,187,60,1560803767.50549
46,33,56,89,163,132,210,67,1560803767.5197
46,31,55,82,138,147,224,65,1560803767.543665
41,30,56,86,131,150,217,67,1560803767.581098
39,35,59,104,138,147,218,75,1560803767.58265
38,35,64,131,131,145,224,80,1560803767.603003
37,35,67,130,153,135,202,75,1560803767.625438
49,36,67,132,164,111,194,80,1560803767.639703
43,36,65,129,175,106,266,76,1560803767.662883
44,35,63,122,173,101,262,62,1560803767.6859071
47,37,63,92,167,87,250,58,1560803767.7077699
53,36,58,93,148,90,288,68,1560803767.722945
46,38,62,98,184,99,287,66,1560803767.745459
52,40,63,101,180,113,238,67,1560803767.759778
66,38,63,103,174,122,279,71,1560803767.7829099
70,40,58,111,175,136,291,78,1560803767.806566
71,39,66,108,208,178,280,71,1560803767.819734
73,38,63,102,174,178,323,76,1560803767.84284
72,41,65,102,181,178,336,76,1560803767.865427
65,42,64,98,185,172,308,76,1560803767.887968
59,38,61,103,182,166,311,72,1560803767.90296
75,39,54,107,143,122,310,71,1560803767.9258358
71,40,56,106,152,111,259,64,1560803767.947891
83,35,51,106,145,97,283,62,1560803767.9629471
79,37,73,110,136,102,286,55,1560803767.985417
85,37,76,94,151,137,278,48,1560803768.007713
67,35,77,84,162,147,267,48,1560803768.022879
71,33,75,95,142,167,284,51,1560803768.052772
57,33,79,102,152,171,229,56,1560803768.0677311
66,31,62,99,168,175,203,62,1560803768.090309
65,33,59,96,164,165,207,65,1560803768.1052868
66,37,63,129,157,182,222,72,1560803768.127984
63,44,71,131,159,203,225,70,1560803768.158332
61,44,72,130,146,195,236,64,1560803768.167379
60,44,72,124,127,194,242,61,1560803768.187768
63,43,73,128,116,196,234,57,1560803768.202762
67,42,71,116,150,179,234,50,1560803768.225298
69,35,66,103,154,140,233,51,1560803768.2649698
71,33,60,98,156,152,231,51,1560803768.266508
67,32,57,119,177,159,263,52,1560803768.293382
69,32,53,113,175,142,275,57,1560803768.307939
74,35,60,95,144,138,268,53,1560803768.330479
75,33,58,111,154,144,273,51,1560803768.345943
74,35,59,108,154,131,282,53,1560803768.367888
76,35,56,81,123,111,240,51,1560803768.397913
73,42,72,82,118,113,242,49,1560803768.406042
70,41,72,86,130,111,267,67,1560803768.428516
78,40,69,72,152,97,260,91,1560803768.457893
80,42,74,89,143,107,250,95,1560803768.4654481
74,46,77,105,146,122,311,99,1560803768.5042472
82,43,66,111,154,144,322,101,1560803768.5058029
80,39,59,108,178,168,294,92,1560803768.526057
75,45,71,111,147,180,325,69,1560803768.547891
78,45,71,103,145,198,335,85,1560803768.562691
80,44,71,85,146,200,300,83,1560803768.585878
68,42,68,91,150,182,298,81,1560803768.614973
75,43,74,93,113,198,315,85,1560803768.623458
73,41,71,85,113,191,322,96,1560803768.6459188
70,40,70,84,130,172,331,81,1560803768.667973
74,36,69,105,133,184,327,79,1560803768.682245
76,36,71,103,153,186,337,83,1560803768.712765
68,37,66,98,150,202,320,83,1560803768.727752
62,38,73,114,149,218,292,71,1560803768.742244
66,41,83,128,146,229,297,86,1560803768.765248
68,45,85,119,135,216,316,93,1560803768.795516
77,46,89,120,90,221,299,91,1560803768.802229
80,48,90,119,88,187,294,89,1560803768.826112
89,49,83,116,96,186,271,89,1560803768.847704
88,51,84,100,84,171,231,84,1560803768.8872461
88,48,83,110,94,170,188,91,1560803768.8887892
79,48,82,138,103,164,194,90,1560803768.9085882
74,44,79,155,111,192,287,87,1560803768.9304311
83,44,84,170,120,203,289,93,1560803768.9461288
82,40,74,175,134,227,309,103,1560803768.968457
80,41,77,170,134,237,351,103,1560803768.9905019
83,43,76,153,130,254,345,108,1560803769.005506
84,47,84,141,130,223,294,111,1560803769.028081
72,44,87,178,112,221,312,117,1560803769.050562
69,45,88,181,92,215,344,100,1560803769.065528
84,46,87,190,102,206,318,93,1560803769.087973
85,50,103,182,111,188,343,90,1560803769.110516
102,48,96,187,106,217,349,86,1560803769.132381
112,53,101,131,125,200,333,84,1560803769.147356
118,52,102,142,133,191,287,85,1560803769.177276
110,54,103,128,133,214,269,81,1560803769.1937802
113,49,87,160,137,256,244,86,1560803769.207378
96,51,87,154,143,241,236,87,1560803769.2312279
88,46,72,162,141,282,235,84,1560803769.246664
90,46,76,153,138,287,244,90,1560803769.2686882
85,41,83,158,136,276,273,94,1560803769.315753
82,44,82,160,130,261,248,87,1560803769.3174
106,41,81,165,138,260,251,106,1560803769.3272982
107,40,86,177,122,219,273,116,1560803769.351267
104,38,78,180,120,226,267,113,1560803769.366225
111,43,77,194,117,225,238,111,1560803769.3870811
121,44,80,176,114,275,242,116,1560803769.409735
113,44,83,173,90,273,233,101,1560803769.433689
111,48,81,165,103,272,215,79,1560803769.4562712
109,50,87,160,101,310,217,77,1560803769.469888
103,52,94,149,99,320,320,83,1560803769.487474
93,50,88,148,103,289,322,77,1560803769.5147312
84,50,90,151,106,307,346,83,1560803769.529808
82,50,89,149,107,323,351,94,1560803769.552284
81,48,84,149,107,285,362,95,1560803769.567278
92,48,66,150,99,291,296,100,1560803769.589836
90,47,70,142,101,266,312,97,1560803769.613717
91,46,69,151,134,260,287,98,1560803769.628705
89,43,61,143,123,263,272,91,1560803769.6519961
95,44,65,164,121,270,260,91,1560803769.666188
87,35,64,162,133,260,238,78,1560803769.687268
83,37,65,164,133,271,200,76,1560803769.727541
75,40,61,150,97,291,249,80,1560803769.729187
93,44,69,155,107,282,298,83,1560803769.7472448
87,45,68,163,117,272,290,82,1560803769.771204
86,45,67,162,106,263,297,83,1560803769.792177
90,47,74,165,150,252,361,88,1560803769.807119
94,47,78,171,153,254,315,78,1560803769.829582
94,42,78,161,149,259,272,71,1560803769.853606
93,41,86,125,145,295,284,81,1560803769.8685539
95,41,86,122,151,303,286,83,1560803769.9052901
90,37,78,115,105,364,216,83,1560803769.9121099
87,36,77,115,99,341,224,79,1560803769.927327
108,39,74,117,117,329,241,78,1560803769.949547
117,38,68,117,147,322,237,74,1560803769.972084
117,38,67,118,140,327,257,73,1560803770.002741
118,37,69,119,135,262,301,68,1560803770.011213
126,36,62,113,133,267,296,71,1560803770.032244
95,37,60,111,117,298,296,80,1560803770.0547302
83,35,56,108,80,283,300,75,1560803770.085829
81,34,55,117,83,286,269,72,1560803770.100414
98,40,61,132,82,297,219,92,1560803770.1072211
106,43,71,134,82,289,228,95,1560803770.129842
106,43,77,148,84,252,230,88,1560803770.152265
107,46,78,150,93,272,218,84,1560803770.168736
110,48,82,137,98,285,226,85,1560803770.189792
99,51,86,132,99,275,293,81,1560803770.212263
96,54,81,129,112,267,289,75,1560803770.234793
103,53,79,120,116,278,289,81,1560803770.249758
105,53,78,117,104,257,293,83,1560803770.2736778
102,51,76,137,99,226,305,81,1560803770.288718
99,44,61,140,100,211,246,69,1560803770.3097901
102,39,69,166,91,247,268,75,1560803770.340469
97,36,68,194,89,239,278,68,1560803770.347346
93,35,66,198,87,279,274,72,1560803770.3698199
97,39,77,184,81,296,278,73,1560803770.3922231
100,39,78,174,86,306,303,76,1560803770.407275
79,42,89,172,91,281,298,82,1560803770.429859
78,47,91,137,85,281,291,100,1560803770.452506
98,47,96,165,90,216,320,104,1560803770.4746141
98,48,94,169,88,180,309,108,1560803770.489799
93,51,102,171,87,166,274,105,1560803770.512275
101,49,92,158,74,199,274,102,1560803770.527086
100,47,95,163,71,211,268,86,1560803770.5498278
91,48,91,127,60,224,222,78,1560803770.581841
87,50,96,134,59,245,252,79,1560803770.587114
91,50,91,142,48,243,255,76,1560803770.617244
84,47,86,154,54,212,227,66,1560803770.640441
81,46,78,147,54,188,198,65,1560803770.647242
71,44,75,150,51,167,196,66,1560803770.669704
69,39,62,139,56,142,157,57,1560803770.700185
74,37,64,159,68,126,152,54,1560803770.722938
73,36,67,141,66,150,145,51,1560803770.737291
72,40,72,148,70,162,148,51,1560803770.760488
77,46,90,156,73,184,147,57,1560803770.775193
69,44,84,150,77,172,119,54,1560803770.790965
62,44,81,114,72,170,100,55,1560803770.8136358
64,46,92,122,71,157,106,57,1560803770.842982
71,44,96,128,68,161,107,56,1560803770.849773
65,38,81,129,76,135,84,44,1560803770.872195
84,40,82,130,68,140,92,43,1560803770.894773
83,52,115,160,76,144,111,44,1560803770.90976
81,48,103,158,76,143,118,40,1560803770.9341311
78,45,99,148,86,120,117,40,1560803770.97084
80,46,100,141,82,122,124,43,1560803770.978644
61,46,101,144,83,114,119,41,1560803771.000366
56,31,66,116,71,129,108,37,1560803771.014582
64,31,60,102,69,117,97,38,1560803771.045018
65,31,57,101,98,118,89,39,1560803771.05357
61,30,51,90,123,109,79,31,1560803771.074786
61,31,48,81,125,108,65,29,1560803771.08979
62,30,37,73,146,83,49,32,1560803771.1277778
61,30,40,84,170,80,40,33,1560803771.143512
66,33,37,80,162,72,40,35,1560803771.149583
65,35,38,95,153,70,37,36,1560803771.172164
64,32,39,96,155,73,45,38,1560803771.19605
68,32,35,96,161,69,51,36,1560803771.211191
62,33,33,98,165,67,64,36,1560803771.232252
45,31,41,105,172,94,106,34,1560803771.2555141
47,30,42,101,214,98,111,32,1560803771.293541
70,35,42,103,224,105,109,30,1560803771.295175
72,38,42,97,216,107,109,32,1560803771.3151948
71,39,44,103,220,104,102,29,1560803771.329726
72,40,38,99,248,86,59,39,1560803771.3521929
75,40,38,92,219,109,49,39,1560803771.374766
85,47,39,94,221,101,57,127,1560803771.400021
80,44,38,100,219,100,49,133,1560803771.4202619
79,42,36,85,211,116,48,135,1560803771.4345741
79,40,35,91,187,121,47,132,1560803771.450297
77,40,32,104,194,97,47,135,1560803771.472261
44,30,34,137,214,101,34,69,1560803771.503651
45,36,41,151,243,102,39,60,1560803771.518427
48,37,41,168,358,90,36,56,1560803771.533828
60,39,42,173,355,92,35,60,1560803771.554787
57,36,45,166,362,94,34,56,1560803771.57119
51,35,43,138,381,98,37,48,1560803771.59229
54,32,38,124,399,102,34,44,1560803771.6230571
67,42,39,100,304,100,34,46,1560803771.629846
61,43,38,96,306,90,35,47,1560803771.6523461
62,44,39,98,314,101,44,48,1560803771.6757882
65,45,40,115,314,97,43,47,1560803771.697921
64,43,41,115,266,97,45,54,1560803771.712278
53,37,43,132,279,100,52,56,1560803771.7434108
48,36,43,135,272,104,50,53,1560803771.758045
46,36,39,138,258,93,48,56,1560803771.780472
45,32,34,132,246,83,45,57,1560803771.802923
44,33,35,135,266,98,63,66,1560803771.817913
42,35,31,121,243,89,79,69,1560803771.832205
44,34,28,113,246,84,91,69,1560803771.862991
47,35,31,112,263,89,93,65,1560803771.8779118
44,35,32,113,236,89,93,70,1560803771.892169
41,35,31,114,238,90,87,62,1560803771.914767
34,28,30,111,292,101,78,61,1560803771.9379199
39,31,31,115,298,108,76,65,1560803771.952213
39,34,30,122,300,117,75,73,1560803771.974743
45,37,33,132,344,120,78,69,1560803771.997892
46,41,35,125,351,103,99,86,1560803772.020471
48,41,38,139,315,133,95,84,1560803772.034722
44,39,40,137,303,129,90,103,1560803772.0579212
45,37,41,137,318,120,118,108,1560803772.0811741
41,40,47,167,319,118,148,124,1560803772.110248
41,36,46,187,360,131,145,116,1560803772.133576
39,38,47,183,377,118,145,125,1560803772.135132
38,38,46,205,420,149,168,125,1560803772.154717
58,44,45,210,395,151,161,127,1560803772.177964
58,42,40,186,445,167,148,117,1560803772.200427
61,41,40,182,429,165,152,167,1560803772.2225971
62,41,40,185,412,156,171,166,1560803772.253567
62,43,41,164,380,126,151,158,1560803772.255179
43,35,42,154,371,133,149,152,1560803772.274719
45,33,42,155,296,138,145,153,1560803772.297771
39,31,41,167,272,132,131,107,1560803772.320899
35,28,38,178,321,142,112,113,1560803772.33474
43,25,36,187,326,159,125,111,1560803772.3579302
43,28,36,188,359,194,115,121,1560803772.372275
44,32,36,193,348,184,109,128,1560803772.394827
47,32,35,165,345,189,136,121,1560803772.435106
48,39,42,146,307,190,138,113,1560803772.436529
43,40,42,130,336,190,127,117,1560803772.4547849
42,40,44,129,349,150,143,130,1560803772.478025
40,39,42,131,326,174,149,135,1560803772.492276
45,40,42,166,339,173,130,133,1560803772.5147061
46,38,39,174,335,160,150,149,1560803772.537652
46,40,39,178,295,158,156,147,1560803772.5615358
44,38,37,182,243,160,143,136,1560803772.577734
43,35,35,173,247,150,140,124,1560803772.5978858
36,34,38,152,214,144,154,124,1560803772.628331
35,30,34,147,201,140,130,103,1560803772.634675
33,27,35,143,223,136,119,116,1560803772.665124
34,30,36,148,257,134,136,112,1560803772.704274
35,31,34,144,270,114,141,115,1560803772.7058449
34,30,31,135,283,137,120,117,1560803772.73295
33,32,34,124,300,143,118,132,1560803772.7404962
34,33,34,116,301,156,127,119,1560803772.754829
35,32,31,97,280,152,110,111,1560803772.777908
33,34,34,90,269,151,90,102,1560803772.800458
35,33,33,103,284,132,104,113,1560803772.823183
36,33,31,119,312,163,106,91,1560803772.8378189
40,36,29,127,302,145,101,86,1560803772.86027
39,33,31,136,339,144,98,84,1560803772.874779
41,34,30,136,356,149,100,85,1560803772.89766
39,33,32,128,322,148,79,63,1560803772.920366
38,34,34,129,299,111,70,57,1560803772.934767
30,28,35,136,341,105,57,58,1560803772.965557
30,30,32,134,314,113,84,58,1560803772.9804509
26,26,30,131,303,104,86,62,1560803772.994738
25,27,30,143,340,113,89,70,1560803773.018408
25,24,33,156,350,105,90,71,1560803773.040463
25,27,32,150,355,116,91,70,1560803773.0555189
25,28,37,144,350,118,57,69,1560803773.085501
28,29,37,143,333,115,49,62,1560803773.100526
32,30,37,128,319,105,41,49,1560803773.114741
32,30,37,112,324,122,39,47,1560803773.1380289
33,32,52,103,260,109,37,44,1560803773.16054
36,39,63,101,256,100,38,45,1560803773.1752849
35,43,72,107,262,97,33,42,1560803773.1979198
31,46,71,105,273,91,34,41,1560803773.220427
31,48,73,95,228,64,31,33,1560803773.2599769
30,46,68,94,247,62,31,33,1560803773.261528
25,40,57,102,260,58,27,28,1560803773.287719
23,35,50,92,266,67,25,26,1560803773.294749
24,32,56,93,239,79,27,27,1560803773.32549
24,29,51,86,287,81,27,26,1560803773.3404438
24,26,52,96,277,85,25,26,1560803773.363315
27,32,68,91,251,88,29,27,1560803773.3930411
28,34,71,101,251,80,31,26,1560803773.407904
27,34,70,96,236,78,32,24,1560803773.414728
29,38,96,95,186,75,35,25,1560803773.43784
28,39,94,96,227,76,36,26,1560803773.460397
27,34,82,92,228,79,35,25,1560803773.482917
26,32,83,83,240,78,33,25,1560803773.4983711
28,33,83,87,270,71,32,24,1560803773.521117
29,30,55,103,307,78,31,23,1560803773.53485
30,31,64,112,285,84,32,21,1560803773.5577679
31,31,67,112,307,81,30,23,1560803773.587707
32,30,60,115,305,81,31,23,1560803773.602727
31,27,57,118,294,84,31,24,1560803773.632865
27,28,64,109,275,91,30,23,1560803773.640347
27,29,57,88,280,85,31,28,1560803773.662801
25,29,56,82,265,78,29,25,1560803773.677748
25,33,59,87,244,80,29,26,1560803773.700974
25,33,58,81,259,81,30,24,1560803773.72316
25,35,55,92,257,71,30,26,1560803773.737742
26,35,54,93,248,68,26,22,1560803773.760694
26,36,53,102,251,68,30,23,1560803773.782788
24,34,50,100,266,73,29,22,1560803773.797785
25,34,52,102,261,75,32,24,1560803773.828199
23,29,46,90,240,74,29,23,1560803773.842801
24,29,52,90,246,77,30,23,1560803773.857749
23,27,52,84,276,93,31,23,1560803773.880395
25,26,56,84,310,95,33,24,1560803773.9191198
25,27,56,80,323,92,30,25,1560803773.920639
25,29,57,88,331,89,29,28,1560803773.940643
24,27,47,85,319,92,30,28,1560803773.962786
25,27,46,103,318,81,27,29,1560803773.977779
25,30,42,95,315,77,25,28,1560803774.007809
23,29,38,97,283,71,23,26,1560803774.022747
23,29,43,87,274,73,27,23,1560803774.037116
23,27,48,101,317,65,26,21,1560803774.0600462
26,29,52,87,316,64,28,23,1560803774.083296
28,30,58,95,345,62,27,25,1560803774.105412
29,31,59,92,353,65,29,25,1560803774.120284
29,29,52,91,368,72,28,25,1560803774.142792
33,33,47,79,346,79,26,24,1560803774.1570618
31,33,49,78,332,91,29,24,1560803774.180474
27,29,46,105,286,97,32,20,1560803774.202856
26,29,48,116,289,96,32,22,1560803774.217103
27,30,49,116,285,89,30,22,1560803774.2410731
25,27,54,121,271,104,32,25,1560803774.262043
25,26,49,144,350,101,31,25,1560803774.292081
25,26,42,120,330,96,31,27,1560803774.300991
25,27,46,110,329,95,30,25,1560803774.329581
25,27,46,111,316,102,31,25,1560803774.34624
24,25,41,108,310,92,29,23,1560803774.3615801
23,30,51,76,208,82,28,21,1560803774.391125
24,30,54,78,216,82,26,18,1560803774.4046268
23,29,51,82,222,84,27,20,1560803774.427151
25,30,52,83,232,79,26,20,1560803774.442296
21,30,51,92,249,97,27,20,1560803774.4660132
21,26,46,86,247,95,26,20,1560803774.481055
25,28,45,94,250,101,25,22,1560803774.5020971
25,28,42,93,229,108,28,23,1560803774.5320768
24,27,40,89,215,104,28,24,1560803774.5411448
25,29,40,78,227,87,29,27,1560803774.577934
28,30,35,81,230,107,28,29,1560803774.584526
24,28,36,70,215,105,29,27,1560803774.601549
24,28,41,69,227,100,27,29,1560803774.6311722
22,28,42,79,254,102,28,28,1560803774.6448212
22,25,46,73,243,92,27,26,1560803774.661594
20,23,46,71,230,83,28,24,1560803774.682224
20,26,42,74,246,85,28,26,1560803774.7047539
23,28,42,69,241,82,30,22,1560803774.721144
22,29,44,63,219,85,30,22,1560803774.749677
21,30,42,76,207,90,28,23,1560803774.764715
22,32,41,86,245,89,30,24,1560803774.781183
22,30,45,89,240,80,31,22,1560803774.809709
24,29,43,93,238,78,27,23,1560803774.824683
26,30,49,89,232,78,28,23,1560803774.8411472
27,30,48,81,236,81,31,21,1560803774.886158
27,30,49,75,199,80,29,21,1560803774.887631
27,28,45,67,195,81,26,21,1560803774.901169
24,31,49,65,219,84,29,20,1560803774.92219
26,29,39,71,228,82,29,20,1560803774.944756
27,29,40,72,212,73,27,21,1560803774.9612288
25,29,41,68,195,59,27,21,1560803774.991307
29,31,41,71,203,65,28,22,1560803775.004842
27,29,41,77,221,88,28,25,1560803775.01989
23,30,44,68,209,92,30,25,1560803775.0423179
22,30,42,71,218,97,30,25,1560803775.0727632
26,29,41,72,225,100,30,26,1560803775.095098
24,30,43,71,246,96,30,26,1560803775.1035721
25,29,41,62,201,72,29,24,1560803775.1260679
25,26,40,64,202,80,25,23,1560803775.140276
25,28,40,67,206,79,26,23,1560803775.162098
22,27,39,67,217,75,26,23,1560803775.186168
19,22,35,64,196,77,25,23,1560803775.199625
19,23,30,70,203,77,26,24,1560803775.222121
22,25,26,70,211,62,28,24,1560803775.244806
23,23,31,61,203,59,30,25,1560803775.267273
23,21,34,53,200,68,30,30,1560803775.289755
28,23,35,62,180,68,31,31,1560803775.304774
27,24,36,56,180,69,30,34,1560803775.335443
27,23,40,83,180,72,29,36,1560803775.349633
28,24,36,83,182,75,26,37,1560803775.3646052
32,27,34,99,240,66,26,40,1560803775.3795722
30,28,35,104,263,67,25,43,1560803775.403527
33,28,34,110,267,71,25,40,1560803775.440238
35,28,35,102,259,66,24,39,1560803775.447081
36,31,34,111,268,62,24,38,1560803775.462106
41,29,34,100,224,66,23,29,1560803775.4845948
47,29,33,94,225,63,24,28,1560803775.507282
47,29,34,88,257,62,28,32,1560803775.522247
47,30,30,84,259,83,30,33,1560803775.54477
46,28,32,95,253,88,32,37,1560803775.567268
39,29,33,97,279,88,33,38,1560803775.589724
31,28,32,101,305,89,34,39,1560803775.6047778
30,32,34,114,295,95,33,40,1560803775.627289
29,30,33,128,307,99,34,40,1560803775.642214
31,30,33,142,320,101,36,42,1560803775.672926
35,32,37,165,309,98,44,47,1560803775.687268
34,34,40,175,298,108,46,49,1560803775.703686
37,33,43,178,305,104,48,46,1560803775.72472
82,60,48,176,339,93,72,60,1560803775.747253
85,64,48,170,360,101,78,59,1560803775.762233
95,66,45,160,366,105,110,59,1560803775.793344
100,68,43,156,379,99,112,64,1560803775.807278
